Date,Content,Features,Rating,
11/15/24,Amazing ! Stunning!! Exhausting !!!,"[{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
11/15/24,"For a trail up the side of a mountain it was well maintained and easy to follow the correct path. The overall hike is strenuous, bring extra water. The views are scenic as you go up, each one better than the last. Going down the mountain felt tedious and less rewarding but that could be because of how tired I was. This hike was my first with so much elevation gain combined with length of the hike. I had a real sense of accomplishment making it to the top and back down. Anyone looking for a great physical challenge, look no further than Guadalupe Peak Trail.",[],4,
11/15/24,Definitely strenuous. Definitely worth it. Bring lots of water. Loose rocks.,"[{""Features"":""Bathrooms available""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
11/15/24,"Glorious day. Started at 7am just before sunrise, watched it rise behind me in the way up. First mile is tough, 2-3 moderately difficult and 4th was the most technical. Reached the peak in 2:15 and one person followed up behind me. Enjoyed the views, sun, a little wind and meal for 30 minutes and headed back down. Met quite a few people on the way up. Back to the parking lot around 11:30 for a total trip around 4.5 hours. Thanks God!","[{""Features"":""Easy to park""},{""Features"":""Not crowded""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
11/14/24,"Great hike, 2:30 hours up 5:35 hours round trip with some breaks for pictures. Summited at last light so just needed a headlamp and a little water as it was a cool 60-70°F. Going up was easier than coming down. The last little mile was probably the hardest because you see all the peaks and they seem so high but it wasn’t terrible! I just did Emory Peak and it was a little more unpleasant than this.","[{""Features"":""Easy to park""},{""Features"":""Not crowded""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
11/14/24,"This was a tough hike but so worth it! As everyone says, the first 1.5 miles is the hardest both on the way up and down. The last mile up is also a challenge, but you’ve got great views and the promise of being close to the top! Took us about 3.25 hours to get up with lots of stops and 2.25 hours to get down. Parking lot was only half full at about 8:45am on a Wednesday in November. Would recommend but don’t underestimate it! We both drank most of our 4 liters on a 65 degree day!","[{""Features"":""Bathrooms available""},{""Features"":""Great views""}]",5,
11/14/24,"The reviews for this trail are correct. The first 1.8-2 miles is rough. We went early in the morning (7 am ish) and the conditions were great. Would not want to do that in the heat of the day. The last 0.5-1 mile was pretty hard as well. Going down, just need to watch footing. All in all, really great hike and would recommend. Take plenty of water and snacks - that is a must!","[{""Features"":""Easy to park""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
11/13/24,They tell you the first two miles are the hardest but the last 1/2 a mile to peak is tough.,"[{""Features"":""Easy to park""},{""Features"":""Not crowded""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
11/13/24,Very challenging hike but I enjoyed the views throughout it. My knees and ankles were quite sore by the end!,[],4,
11/13/24,"Great hike with beautiful views throughout the trip! We started at 8:00 and it took us about five hours with a long break on the peak. As said by others, the first two miles up are the toughest part. Wasn’t crowded at all starting earlier in the morning on a weekday.","[{""Features"":""Easy to park""},{""Features"":""Not crowded""},{""Features"":""Bathrooms available""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
11/12/24,"I got up early and started this trail to avoid crowds and I am so glad I did that. It was an amazing 8.5 mile hike in solitude. The first mile and a half was rough for me as you were constantly going up and taking huge steps to get over little wood plank steps, after that it became easier. There were some instances where you were really on the edge so be careful and take your time. About 3-3.5 miles in you reach a beautiful pine forest and then the last half mile you trekking upwards again to reach the peak. It was chilly up there but the visibility was amazing. Make sure to bring plenty of water and I recommend trekking poles for the way down since it can be steep.","[{""Features"":""Not crowded""},{""Features"":""Great views""}]",5,
11/11/24,"Climbed by myself. Took 8 hours round trip. Difficult, but worth the trip. Beautiful. Bring flashlight as I think there people still climbing down the trail and it was already getting dark at 5 pm. I started at 9 am and got to the visitor center at 5 pm . Be careful of the narrow ledge near the top where you have to hold on to the wall while the wind is blowing .","[{""Features"":""Great views""}]",5,
11/11/24,"Hiked 11/9/2024 with Scouts. It was tough for some. Many people on trail but possibly for the Veterans holiday? Thankful to have: water, trekking poles, wind breaker, ear covering and convertible pants. Was hot going up but very chilly in shaded parts and a lot of wind up at the top. Incredible views through many parts. Despite wind at the top, enjoyed trail lunch. Saw many barbary sheep grazing nearby after the bridge. Saw Ruidoso’s Sierra Blanca covered in snow from the top.",[],5,
11/10/24,"Hiked on 11/10/24 great views at the top! Started the hike from the visitor center (upper lot was full at 9am) it was 9.1 miles round trip. Hiking poles are recommended, really for the walk down. I am an active hiker in my 40’s and it took 4:20 to do. It felt like a moderate hike with the hardest parts at the beginning and very end near the summit .","[{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
11/9/24,Great trail. Just hard enough to push you.,"[{""Features"":""Easy to park""},{""Features"":""Not crowded""},{""Features"":""Bathrooms available""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
11/9/24,Beautiful hike. We parked at the visitor center and my garmin clocked us at 9.3 miles and 4.5 hours.,"[{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
11/9/24,"Just fantastic. You can easily see for miles from the top. Beautiful blue skies. It is extremely windy at the top and at multiple spots on the way up, have a wind breaker","[{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
11/8/24,Cold today. Snow on the top mile of the trail. Really windy and we were completely in the clouds. Gloves hat and winter coats!,"[{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
11/6/24,Loved the hike! Super cool views of the surrounding landscape,"[{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
11/6/24,Beautiful weather! Hard walks!,"[{""Features"":""Easy to park""},{""Features"":""Not crowded""},{""Features"":""Bathrooms available""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
11/3/24,Absolutely beautiful hike. Took us 7 1/2 hrs,[],4,
11/3/24,Bucket list hike. Very fun.,"[{""Features"":""Bathrooms available""},{""Features"":""Great views""}]",5,
11/3/24,"Gorgeous and rewarding hike. Amazing views all the way up and down. BRING HIKING POLES. I cannot emphasize this enough. The descent is so so so strenuous because of the rocky trail. Your joints will thank you the next day. Can’t imagine having done this hike without them. Ascent is tough but felt very doable. I disagree that it’s hardest at the beginning, the last third is very rocky and has a decent amount of scrambling. Pack for warm and chilly weather.",[],5,
11/2/24,Took about 4 hours and 45 minutes. Beautiful day. Rocky trail with switchbacks. Great views pretty much the whole way.,"[{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
11/2/24,Pretty difficult for Novice hikers. Great trail. Great Views,"[{""Features"":""Good conditions""},{""Features"":""Good views""},{""Features"":""Bathrooms available""}]",4,
11/2/24,This hike was a good one. I would say the first 1.5 miles was a good one to get your heart pumping then it levels out some. Didn’t really get good views after halfway due to low cloud coverage. Overall be prepared as it can be challenging to some.,"[{""Features"":""Great conditions""}]",5,
10/31/24,"The first two miles as other day was strenuous, mile 3 is easy, the last half mile is a little tough as well. The view is worth it. Take your time and watch your step on the way down.","[{""Features"":""Not crowded""},{""Features"":""Great views""}]",5,
10/31/24,Difficult climb to the top… take your time… views are worth it,"[{""Features"":""Not crowded""},{""Features"":""Bathrooms available""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
10/31/24,Very rocky. Very long. Nice treeline mid section. Glad it is over,"[{""Features"":""Fair conditions""}]",3,
10/31/24,Very treacherous in lots of places.,"[{""Features"":""No bathrooms""}]",3,
10/30/24,I had a Billy goat leading this old goat on the hike !,"[{""Features"":""Easy to park""},{""Features"":""Not crowded""},{""Features"":""Bathrooms available""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
10/30/24,"Tough trail, mostly due to gravel and steepish first two miles. Gradual incline afterwards with maybe three small sections of very light scrambling. On the way up you'll think you see the peak about four different times only to reach and see there's actually more peak to be peaked right behind it. Just enjoy the views and keep on going. Summit has very strong gusts and the trail itself is largely windy. Trekking poles recommended.","[{""Features"":""Not crowded""},{""Features"":""Bathrooms available""},{""Features"":""Great views""}]",5,
10/29/24,"Hiked Tuesday 29th. Fabulously beautiful hike. Our conditions were superb, so that helped! Views are spectacular. Up and down in about 4 hours with 30 minutes at the top!","[{""Features"":""Easy to park""},{""Features"":""Not crowded""},{""Features"":""Bathrooms available""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
10/27/24,Challenging hike but definitely worth it!,"[{""Features"":""Easy to park""},{""Features"":""Not crowded""},{""Features"":""Bathrooms available""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
10/27/24,"Hard going up, hard coming down. Views are great.","[{""Features"":""Good views""}]",4,
10/27/24,"I arrived at 8 am and the parking lot was nearly filled. Restrooms at the trail head. Trail is very rocky so hiking shoes are recommended. The trails shaded alot by the mountain but I still went through 50 ounces of water, 1 apple, and 6 mandarins. So bring plenty of water and snacks. Views are pretty awesome I thought. Took me 3 hrs up and 3 down.","[{""Features"":""Good conditions""},{""Features"":""Good views""},{""Features"":""Bathrooms available""}]",4,
10/27/24,"Views were spectacular, and I liked the trail going up, but it almost turned into a different trail coming down. One of my knees was acting up, and the seemed to be an endless number of steps that I had to pole over. Temperatures were perfect: cool winds warm sun. Folks on the trail were polite and friendly. Note: I sweat a lot and used up four liters of water on the round trip. Note that winds start to pick up tomorrow and maybe up to 30 mph Tuesday.","[{""Features"":""Good conditions""},{""Features"":""Good views""},{""Features"":""Easy to park""},{""Features"":""Not crowded""},{""Features"":""Bathrooms available""}]",4,
10/27/24,"Would rate it moderate…the hardest part is when first starting to hike and just a bit before the peak! Great way to sweat! Would recommend thin long sleeve, can get pretty chill in Oct/Nov which to be is the best season to come. Not too hot or cold.","[{""Features"":""Easy to park""},{""Features"":""Not crowded""},{""Features"":""Bathrooms available""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
10/26/24,Bring at least 1 gallon water for each person on this strenuous hike.,"[{""Features"":""Good conditions""},{""Features"":""Good views""}]",4,
10/26/24,Not easy. Not impossible. Go try it,[],5,
10/26/24,Great hike up to the tallest point in Texas.,"[{""Features"":""Bathrooms available""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
10/26/24,"Amazing amazing amazing! First 3/4 of a mile are pretty strenuous and steep, but it’s not too bad afterwards. We started a little after 7 and ended before 12. Great views, totally worth it!","[{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
10/26/24,"Very hard hike for someone like me who isn’t very fit nor does very difficult hikes often. Took me 5 hrs up and 3 hrs down. Whoever said the first 2 miles is the hardest is a liar the whole thing is a heavy hike, minus the 10 mins of flats you get somewhere in the middle. Would do it again","[{""Features"":""Great views""}]",5,
10/25/24,"Beautiful day, I went late Friday morning and it was about 72 degrees. No wind at the top - amazing views. I wanted to see how it was to run/jog and I was able to jog at least 90% of the way up, not very many people - there are a number of areas where the rocks/terrain forced me to just scramble- completed it in 3 hours 10 minutes.","[{""Features"":""Easy to park""},{""Features"":""Not crowded""},{""Features"":""Bathrooms available""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
10/25/24,Beautiful hike make sure to stop and take in the view between the huffing and puffing going up up the rugged steep trail! We took our time and enjoyed the epic views!,"[{""Features"":""Easy to park""},{""Features"":""Not crowded""},{""Features"":""Bathrooms available""},{""Features"":""Dog-friendly""},{""Features"":""Great views""}]",5,
10/25/24,Easy to follow trail with some large steps. First,"[{""Features"":""Easy to park""},{""Features"":""Not crowded""},{""Features"":""Bathrooms available""},{""Features"":""Great views""}]",5,
10/25/24,"4 hours up, a little under 3 down. 8 hours total including breaks and a stop for lunch at the summit. Sun gets heavy on the exposed last half-mile to the top. Lots of high steps but nothing I would consider a scramble.",[],5,
10/23/24,REMINDER: Please pack out your trash!!!!!,[],5,
10/22/24,Last 2miles up strenuous but worth it. Beautiful views,"[{""Features"":""Easy to park""},{""Features"":""Not crowded""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
10/21/24,Amazing 360° view at the top. Switchbacks in the first third of the trail are annyoing. Can't imagine doing this in summer. Bring lots of water.,"[{""Features"":""Good views""}]",4,
10/21/24,"This was my first big hike in almost 10 years and I found it quite strenuous! Took me about 7 hours round trip (4hrs up, lunch, 3hrs down). Took lots of breaks on the way up but about half way through it kind of levels out a bit and was shaded which helped. The incline returned towards the summit but by then I was in a groove! Lots of rocks on the path to maneuver but not quite like a scramble. Some narrow bits with long drop offs so watch your footing. I just barely brought enough water so really make sure you’re prepared and just enjoy the hike!","[{""Features"":""Easy to park""},{""Features"":""Not crowded""},{""Features"":""Bathrooms available""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
10/19/24,Rocky trail. High winds can make it harder. Bring a windbreaker.,[],5,
10/19/24,TOUGH TRAIL,"[{""Features"":""Great views""}]",5,
10/19/24,Pretty windy and fog blocked views at the summit but still worth it,[],5,
10/19/24,Nice trail. It is a bit crowded for my liking. The last part of the trail is the hardest part.,"[{""Features"":""Easy to park""},{""Features"":""Great views""}]",5,
10/18/24,This is a very rugged trail. You will be walking on loose and solid rock most of the time. It seems longer than it really is. But there are fantastic views in many places that make it worth the hike.,"[{""Features"":""Good views""},{""Features"":""Easy to park""},{""Features"":""Not crowded""}]",4,
10/17/24,Extremely rocky and the trail narrows significantly toward the top. Gorgeous views! My knees are very mad at me right now!,[],3,
10/16/24,"First two miles harder uphill, trail well marked. Beautiful scenery and comfortable weather today. Peak is a great place to have a lunch or snack. Took 4 1/2 hours to complete.","[{""Features"":""Easy to park""},{""Features"":""Not crowded""},{""Features"":""Bathrooms available""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
10/16/24,Long hike with stunning views from the highest peak in Texas!,"[{""Features"":""Good views""},{""Features"":""Easy to park""}]",4,
10/15/24,"Up is strenuous to different degrees the entire way. I personally found the last push at the top to be the most challenging. Also, the way down sucked! Knees were definitely barking and the loose rocks didn’t help. Took 6 hours total with breaks for sightseeing and meals. At least three liters of water per person is a must. Start early if you can!","[{""Features"":""Easy to park""},{""Features"":""Not crowded""}]",4,
10/14/24,The rock beavers are monstrous but they don’t move very fast.,"[{""Features"":""Not crowded""},{""Features"":""Great views""}]",5,
10/14/24,Not too busy today. Well maintained. I logged it at 8.5 miles total. took us 2 hrs 12 mins to the top. 1hr 55 mins down. started around 8am. it was nice to beat the heat.,[],5,
10/13/24,Great views the whole hike! Path was easy to follow and we started right at sunrise so the temps weren’t too bad. Definitely strenuous and bring lots of extra water if going in the afternoon as some parts are not shaded at all.,[],5,
10/13/24,"Started around 7:00 to beat the heat, trailhead was mostly empty. Pretty easy to follow the path the entire way up. Definitely worth getting there before sunrise as it was beautiful. Nice breeze most of the way kept us cool. The view from the peak was great and the way down was pretty straightforward. Took around 4:30 with a lunch break up top. Great day!","[{""Features"":""Easy to park""},{""Features"":""Not crowded""},{""Features"":""Bathrooms available""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
10/12/24,Crowded but always fun,"[{""Features"":""Bathrooms available""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
10/12/24,"Super hard hike, not for the faint of heart. Super rewarding though!","[{""Features"":""Good views""},{""Features"":""Bathrooms available""}]",4,
10/12/24,Beautiful hike but too many people,"[{""Features"":""Good conditions""},{""Features"":""Good views""}]",4,
10/12/24,"The intensity of this hike depends on when you hike it. I recommend starting before sunrise unless hiking it in the winter. The sun is intense. I started 40 minutes before sunrise. I didn’t find the trail very challenging, but I’m 62 with lots of ridge experience. I reached the top in 2:20 without stopping or drinking any water until the peak. I came down in 1:38. I like how the majority of the elevation gain is in the first 2 miles. The switchbacks are great. Well engineered & well maintained.","[{""Features"":""Bathrooms available""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
10/11/24,Great Trail! Bring plenty of water!,[],4,
10/11/24,Steady uphill but not overwhelming. We are both over sixty and finished in five hours including lunch at the top. Views were amazing!,"[{""Features"":""Easy to park""},{""Features"":""Not crowded""},{""Features"":""Bathrooms available""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
10/10/24,Very Hard Trail,"[{""Features"":""Easy to park""},{""Features"":""Not crowded""},{""Features"":""Great views""}]",5,
10/6/24,Pretty challenging hike but is doable. Views from the peak are beautiful. The trail is also beautiful as it changes. You might a turd or two on the trail from people popping a squat and leaving you a surprise.,"[{""Features"":""Easy to park""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
10/6/24,"Very difficult. Be prepared, have at least 4 liters of water. It took us a lot longer than we thought it would. We almost quit close to the top. We had to crawl over rock faces with shear drops. We put on our big girl pants and made it. We had to descend the last part in the dark using our flashlights. We started at 8:30am.",[],4,
10/6/24,Go when it's dark! That sun will get ya!,[],5,
10/6/24,Very extreme,"[{""Features"":""Great conditions""}]",5,
10/6/24,Great place,"[{""Features"":""Easy to park""},{""Features"":""Bathrooms available""},{""Features"":""Great views""}]",5,
10/5/24,Fantastic trail. Not too difficult if you’re an experienced hiker but definitely not a good first hike. My brother and I did it in about 4 1/2 hours or so.,"[{""Features"":""Easy to park""},{""Features"":""Bathrooms available""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
10/5/24,Totally worth all the pain The view was beautiful Hike and hike was challenging,"[{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
10/4/24,"Great views at every turn! Very rocky, so I definitely recommend ankle support.","[{""Features"":""Easy to park""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
10/4/24,Recommend!!!,"[{""Features"":""Easy to park""},{""Features"":""Not crowded""},{""Features"":""Bathrooms available""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
10/4/24,"Wonderful hike but definitely hard. Weather and the sun makes all of the difference, start before or right at sunrise. Take the recommended 1 gallon of water and plenty of snacks. Near the top I got a little confused and possibly off the well traveled path and had to climb and scrambled a little. The descent was pretty steep and hard on the knees. Watch your step and ankles I slipped a couple of times, trekking poles definitely helped. Took me short of 6 hrs total including lunch at the top. 4 up and 2or 3 down is a good estimate.","[{""Features"":""Not crowded""},{""Features"":""Great views""}]",5,
10/3/24,A challenging climb and descent. Amazing views.,"[{""Features"":""Good conditions""},{""Features"":""Good views""},{""Features"":""Easy to park""},{""Features"":""Not crowded""},{""Features"":""Bathrooms available""}]",4,
10/2/24,It is every bit of 5 to 6 hours depending on your scale level.,"[{""Features"":""Great views""}]",5,
10/2/24,Awesome hike! First two and last half are tough. A few sketchy sections (drop offs). Beautiful views along the way and at the top. It’s a tough one but well worth it.,"[{""Features"":""Easy to park""},{""Features"":""Not crowded""},{""Features"":""Bathrooms available""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
10/2/24,This is a hard and long trail but it’s beautiful! It’s easy to follow and it’s super clean. You will definitely need a break and this trail has shade for you to stop.,"[{""Features"":""Easy to park""},{""Features"":""Bathrooms available""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
10/2/24,We did Guadalupe and Capitan,"[{""Features"":""Easy to park""},{""Features"":""Bathrooms available""},{""Features"":""Dog-friendly""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
10/1/24,.,"[{""Features"":""Easy to park""},{""Features"":""Not crowded""},{""Features"":""Great views""}]",5,
9/30/24,"This trail is very strenuous for beginners! I hike about 2-3 times a year and didn’t prepare for this hike and it took about 10 hours with a TON of breaks. It’s absolutely attainable for beginners but make sure to start your hike as early as possible to beat the heat, pack the full gallon of water that is recommended (the sun beats down on this trail and it gets very hot with few areas to stop for shade). Make sure to take plenty of breaks and wear hiking boots with good ankle support. Hiking poles are highly recommended for this one. The higher you get, the more there are ledges with drop offs but at no point in the hike did it ever feel unsafe but might be scary for people with a fear of heights!","[{""Features"":""Good conditions""},{""Features"":""Good views""},{""Features"":""Easy to park""},{""Features"":""Not crowded""}]",4,
9/30/24,That was the most intense thing I have ever experienced! Granted I’m not a frequent hiker (maybe once a year) but holy cow that hike beat me up. Something people should note is the rocky climb you have to navigate through which is not super easy and very slippery! Doable of course but was not expecting that! It looked like the actual trail got swept away. 10/10 overall though,"[{""Features"":""Not crowded""},{""Features"":""Great views""}]",5,
9/29/24,"Amazing, strenuous hike. I recommend doing it early. We started at 8am and finished at 3:30pm. We took lots of small breaks on the way up, then about a 20 minute break up top. The worst parts were the 10 minutes before the peak, and the switchbacks on the way back to the trailhead. I cannot imagine doing this hike without hiking poles. Overall, very rewarding hike but come prepared with the right gear, a lot of water and snacks.",[],5,
9/28/24,"We started at 9:19 MST and it took us 2hrs and 49 mins to make it to the peak ant it took 4 hrs and 19 mins to complete the entire hike start to finish. That does not count the 25 mins we spent at the peak eating lunch. The first 1.5 miles is definitely hard, lots of elevation gain and it’s in the sun. Eventually you hit the backside of the mountain and it’s shaded. I would argue that the last half mile to a mile is also very hard. Again lots of elevation gain. There are lots of rocks along the trail making slippery at times and there are areas that are narrow and right alongside the cliff. If you’re not great with heights it might be a lot for you. I would 100% recommend trekking poles. We did do it without poles so it’s possible but I wish we had them, mostly for the way down, it’s pretty steep. Views are beautiful, makes it all worth it and I would say for a Saturday it was quit a few ppl. The parking lot was full at 9:15 when we arrived. Also I recommend hiking boots with ankle support.","[{""Features"":""Great views""}]",5,
9/28/24,"Started the hike around 7:40am MT. This was a tough hike. From the start to mile 2 , it is a tough incline on loose large rocks. Trekking poles helped tremendously!!! Mile 2 to 3 is a moderate incline, but was shaded. At the time I hiked it. There’s a bridge you cross just after mile 3 and you begin to ascend again until you reach the top. Towards the peak, the climb becomes strenuous. I had to put the trekking poles in my bag, and scramble for a bit. But it wasn’t anything too bad. The views are beautiful! Glad I did the hike…might consider doing this one again.",[],5,
9/28/24,Beautiful views! But you must trail along the strenuous path.,"[{""Features"":""Great views""}]",5,
9/28/24,"GREAT TRAIL! Steep at parts & definitely hard/strenuous. We started at 5:30am & got the first 2 or so miles out of the way before sunrise which helped because it was all exposed to the sun. There are shade spots to rest along the trail but not consistently - more towards the 3rd mile up. Very rocky the entire trail up/down, be careful with footing and keep an eye on your ankles. I slipped and fell coming down the trail & it hurt with all the loose gravel/rocks. Just be cautious!","[{""Features"":""Easy to park""},{""Features"":""Bathrooms available""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
9/22/24,"Near the top I lost the trail. I’m still not sure what I did. I climbed a few boulders to make it to the top, but I’d recommend looking for the well-traveled trail.","[{""Features"":""Easy to park""},{""Features"":""Not crowded""},{""Features"":""Bathrooms available""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
9/22/24,"Needed to test my abilities since entering remission 18 months ago. Still have peripheral neuropathy in both feet. Tripping was a concern, so I wore heavy boots, long pants and shirt, helmet and hiking stick. I stumbled quite a few times, but never dumped. Ascent: 4:10 and descent 3:00. It's an ankle twister of a hike almost full length. For fellow 65+ crowd, be prepared for a strenuous day. I left the lot at 3:20a and was at the top for sunrise. Magnificent! Good cardio and ""backpack legs"" will be rewarded. Casual weekenders may want to train before attempting. And I apologize to the many hikers I saw yesterday. The start time was by my watch on CDT. The hike is on MDT, so my descent started at 7a, not 8a as I kept telling folks.","[{""Features"":""Not crowded""},{""Features"":""Bathrooms available""},{""Features"":""Great views""}]",5,
9/21/24,"Fantastic trip! Well worth the effort. If you are in good shape 2.5ish hrs to the top. 4+ hrs round trip. 1st half is the hardest part. Once you reach the bridge, it's easier going. Last 10min is a bit of a scramble but fun. I would start before sunrise. Being lots of water. I went through almost 3L in my Camel Back. Wear long sleeve hooded uv blocking shirt. No long pants necessary there's no brush to speak of. Hiking boots would be optimal but not necessary I did it in my trail runners and saw plenty of people in tennis shoes. You don't need a bunch of extra gear. A few high calorie snacks and water. You'll be good to go. Trail is in and out, no place to get lost. Overall great trail and epic views!","[{""Features"":""Easy to park""},{""Features"":""Not crowded""},{""Features"":""Bathrooms available""},{""Features"":""Great views""}]",5,
9/21/24,First ~2 miles is pretty strenuous but from there it gets a lot easier! Absolutely gorgeous views the entire time.,"[{""Features"":""Easy to park""},{""Features"":""Bathrooms available""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
9/21/24,Good hike today. Tough on the way up and brutal on the knees and feet coming back down. Beautiful weather although we heard some thunder on the way up.,"[{""Features"":""Easy to park""},{""Features"":""Not crowded""},{""Features"":""Bathrooms available""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
9/20/24,Very challenging but extremely rewarding,"[{""Features"":""Great views""}]",5,
9/17/24,"Start this hike as early as possible for best conditions. You will be exposed to the sun for the majority of this strenuous hike. The first 1.5 miles of switchbacks is by far the hardest part, so if you make it through that and to the back side of the mountain to the shade, then you are capable of the entire hike!","[{""Features"":""Easy to park""},{""Features"":""Not crowded""},{""Features"":""Bathrooms available""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
9/16/24,"It’s a fun trail with great views. The hardest part is the elevation gain, but there were some really good sitting rocks along the whole trail. I personally tested out a lot of these rocks. My watch tracked the hike as 10.3 miles out and back. When I made it to mile 4, and saw I wasn’t close to the peak,I may or may not have shed a tear. That’s between the trail and I. If you hike it in the morning, you’ll get a lot of shade on the back ofthe mountain between miles 2-3. But most of the hike is in the sun so bring lots of water. I brought 2 liters and it wasn’t enough.","[{""Features"":""Easy to park""},{""Features"":""Not crowded""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
9/14/24,Excellent views. Last 200m is a scramble but worth it. Crowded in the fall,"[{""Features"":""Great views""}]",5,
9/14/24,"Awesome hike! Hard, but totally doable and well worth it. We completed it in ~4.5h with a break for lunch at the top. We went on a Saturday morning and there were others there, but not crowded at all. The visitors center has nice bathrooms and a water bottle fill station. Definitely recommend!","[{""Features"":""Easy to park""},{""Features"":""Not crowded""},{""Features"":""Bathrooms available""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
9/14/24,Beautiful day for Guadalupe Peak!,"[{""Features"":""Easy to park""},{""Features"":""Bathrooms available""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
9/14/24,"This was a very hike and not for the faint of heart. There were plenty of people on the trail on a Saturday and everyone was incredibly friendly. The way up has very few flat spots or declines, it's all uphill. Take more water than you think you'll need. also bring plenty of calories to intake. It was cloudy and rainy for my day and it made for beautiful sights. I highly recommend this hike to anyone in good cardiovascular shape as it is taxing, especially if you are not used to being at elevation.","[{""Features"":""Easy to park""},{""Features"":""Bathrooms available""},{""Features"":""Great views""}]",5,
9/12/24,"Driving there I was expecting to be disappointed but was glad to be wrong. The trail was amazing. The rocks, trees, shrubs, wildlife was an excellent trail mountain trail for the middle of the desert.",[],5,
9/8/24,"Absolutely spectacular, with ever changing views the entire trail. The trails were impeccably maintained by our great national park service men and women which makes this peak pretty accessible for the elevation gain and distance. This is definitely a tough one if you are not prepared. Coming from frequent hiking at higher elevation, it was quite pleasant and not particularly difficult. These trail difficulties are all relative. Be smart and make good decisions. We had group members with varying degrees of ability and acclimation, so it took us longer than it would have otherwise, but I couldn’t think of another place I would rather be at the time. Enjoy and be safe.","[{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
9/8/24,"Great trail, even if you reach the peak, the views throughout the way are worth it. Remember to take your time and enjoy it, as it not always about the peak but the journey.","[{""Features"":""Easy to park""},{""Features"":""Not crowded""},{""Features"":""Bathrooms available""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
9/4/24,Good advice from all other reviews - thanks. We made it to the top but unfortunately it was cloudy so zero views. On the plus side it kept the temperature down.,[],5,
9/4/24,"Hiked 9.4.24. A little muddy in spots only because it had rained a couple of days prior. Overall, trail was in good shape. Agree with others- 1st 1.5 the hardest. Fog cloud rolled in, so our view was non-existent at the top, thank goodness for the monument! The trip down was hard on my hubby's knees. Trekking poles helped a lot. We both turn 70 this year, so if we could do it, you can!",[],5,
9/2/24,"I went late december 2023, I made another review earlier","[{""Features"":""Easy to park""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
